1.0000019,1.0000412,27.927649,10.540942,1.000517,18.29061,1.0167382,1.0008237,14.586952,6.8526435,15.045368,24.063236,1.1643236,1.004697,1.0015173,9.677591,1.0008023,20.867949,19.136707,12.864457,8.009443,1.0000267,1.0002582,1.2928202,17.235924,11.533804,20.348795,5.4771585,13.833245,1.0001107,1.0078491,11.162704
1.0000038,1.0000818,27.455997,8.423774,1.0007584,16.915356,1.0186596,1.0011489,13.806619,6.914876,14.247779,23.56118,1.3574923,1.0049653,1.0023644,9.358288,1.0014709,19.341215,18.046207,11.406674,7.3677483,1.000053,1.0004766,1.0400546,15.9601,10.852152,19.28614,5.3336983,13.276293,1.0002141,1.0224276,11.789832
1.000002,1.0000439,27.965008,10.478431,1.0005412,18.275263,1.0169268,1.000844,14.495497,6.923222,14.947049,23.991922,1.173035,1.0050534,1.0015519,9.648346,1.0008404,20.788733,19.046476,12.79633,7.8819985,1.0000279,1.0002677,1.2647629,17.223293,11.411587,20.258215,5.473069,13.747289,1.0001097,1.0078888,11.0840025
1.0000038,1.0000854,27.360586,8.453344,1.0007875,17.02723,1.0186622,1.0011182,13.764954,7.0515842,14.19927,23.6643,1.3678463,1.0050737,1.0022879,9.357229,1.0015211,19.398407,18.056013,11.422247,7.273536,1.000053,1.0004692,1.0366062,16.07995,10.762025,19.296926,5.3364525,13.224981,1.000185,1.0199717,11.750336
1.0000024,1.0000489,28.23741,10.341423,1.0005782,18.129097,1.0175505,1.000941,14.318764,6.9700036,14.747849,23.698568,1.1884339,1.0061126,1.0017099,9.587828,1.0008943,20.521112,18.79593,12.627766,7.6318345,1.0000309,1.0003011,1.227547,17.08493,11.181366,20.023335,5.4522953,13.581732,1.000123,1.0086577,10.848241
1.000004,1.0000886,27.405952,8.4599695,1.0008123,17.04477,1.0189927,1.0011364,13.694057,7.11693,14.122657,23.654213,1.3751101,1.0054038,1.0023062,9.335016,1.0015571,19.35663,17.988173,11.398721,7.1667805,1.0000545,1.00048,1.0345516,16.09948,10.662702,19.23422,5.329689,13.149533,1.0001781,1.0191736,11.654651
1.0000033,1.0000613,28.856874,9.666029,1.0006515,17.35707,1.0202956,1.0013317,13.9168005,6.756139,14.309809,22.925344,1.2364798,1.0087899,1.0024091,9.423132,1.0010352,19.579222,18.040524,12.02647,7.22583,1.0000439,1.0004398,1.1512303,16.31783,10.792094,19.328203,5.3731446,13.250699,1.0002426,1.0156455,10.53705
1.0000043,1.00009,27.135118,8.272984,1.0008341,17.022156,1.0206397,1.0010577,13.566995,7.129964,14.035379,24.291801,1.3889806,1.0046948,1.00226,9.267408,1.0017052,19.301743,17.892294,11.286805,7.1785736,1.0000576,1.0004778,1.0240571,16.044136,10.653705,19.149824,5.2997475,13.050101,1.0001628,1.0190179,11.974965
1.0000038,1.0000668,29.099695,9.525785,1.0006833,17.07417,1.0213845,1.0015516,13.78163,6.625397,14.15775,22.471657,1.2456132,1.0104089,1.0027745,9.355564,1.0010798,19.235542,17.76445,11.857758,7.089784,1.0000505,1.0005131,1.15084,16.050196,10.651516,19.058329,5.3419,13.121648,1.0003161,1.0186732,10.310316
1.0000043,1.0000918,27.277618,8.388226,1.0008391,17.06335,1.0206945,1.0010911,13.548607,7.145035,13.997768,24.135752,1.3784986,1.0051324,1.0023003,9.269348,1.0016899,19.292427,17.848507,11.323092,7.087296,1.0000585,1.0004861,1.0255088,16.091263,10.571903,19.120827,5.2947226,13.0155735,1.0001588,1.0178177,11.795676
