87.595245,1.0,169.8655,1.0,1.0,160.79195,134.37733,138.16095,93.1633,1.0,120.29815,1.0,14.668698,40.05464,1.0,1.0,1.0,1.0,171.27953,56.773045,1.0,134.09445,1.0,1.0,115.26598
95.70244,1.0,185.7363,1.0,1.0,175.7944,146.88872,151.03369,101.770294,1.0,131.48315,1.0,15.864637,43.65834,1.0,1.0,1.0,1.0,187.28493,61.94666,1.0,146.57007,1.0,1.0,125.982285
101.28241,1.0,196.64014,1.0,1.0,186.09482,155.48082,159.87791,107.67667,1.0,139.16736,1.0,16.685259,46.13818,1.0,1.0,1.0,1.0,198.28302,65.49768,1.0,155.13431,1.0,1.0,133.35043
100.59559,1.0,195.31679,1.0,1.0,184.85236,154.4427,158.80505,106.96795,1.0,138.23528,1.0,16.586407,45.832893,1.0,1.0,1.0,1.0,196.94835,65.07017,1.0,154.10364,1.0,1.0,132.45126
93.80416,1.0,182.00032,1.0,1.0,172.25432,143.93904,148.00224,99.73499,1.0,128.84966,1.0,15.582408,42.81482,1.0,1.0,1.0,1.0,183.51639,60.725388,1.0,143.6233,1.0,1.0,123.4651
100.69635,1.0,195.51256,1.0,1.0,185.038,154.59871,158.96445,107.074776,1.0,138.37392,1.0,16.60136,45.877506,1.0,1.0,1.0,1.0,197.14694,65.13397,1.0,154.25807,1.0,1.0,132.58392
101.61136,1.0,197.2987,1.0,1.0,186.72404,156.00534,160.41296,108.04091,1.0,139.6325,1.0,16.735722,46.28429,1.0,1.0,1.0,1.0,198.94786,65.7153,1.0,155.65945,1.0,1.0,133.7913
131.04646,1.0,254.9499,1.0,1.0,241.24246,201.47127,207.18301,139.33435,1.0,180.26706,1.0,21.080276,59.3644,1.0,1.0,1.0,1.0,257.1057,84.51626,1.0,201.0074,1.0,1.0,172.71063
124.51993,1.0,242.1822,1.0,1.0,229.17522,191.40508,196.8256,132.41068,1.0,171.26859,1.0,20.118906,56.46406,1.0,1.0,1.0,1.0,244.22581,80.35551,1.0,190.97192,1.0,1.0,164.0873
100.318695,1.0,194.79662,1.0,1.0,184.3732,154.041,158.38655,106.69957,1.0,137.871,1.0,16.548784,45.708946,1.0,1.0,1.0,1.0,196.42673,64.905426,1.0,153.70816,1.0,1.0,132.093
127.94766,1.0,248.88863,1.0,1.0,235.51414,196.6928,202.26605,136.04803,1.0,175.9952,1.0,20.623838,57.98721,1.0,1.0,1.0,1.0,250.9914,82.541306,1.0,196.24405,1.0,1.0,168.61667
123.88013,1.0,240.92732,1.0,1.0,227.98764,190.41486,195.80754,131.72879,1.0,170.384,1.0,20.024202,56.179768,1.0,1.0,1.0,1.0,242.95976,79.94595,1.0,189.98393,1.0,1.0,163.24048
123.35461,1.0,239.89342,1.0,1.0,227.00746,189.59804,194.96817,131.16429,1.0,169.65474,1.0,19.946539,55.946526,1.0,1.0,1.0,1.0,241.91542,79.607544,1.0,189.16707,1.0,1.0,162.54335
